WKT,nama,deskripsi
"POLYGON ((106.82526 -6.1715242, 106.8233718 -6.1714815, 106.8230714 -6.1717802, 106.8231357 -6.1723562, 106.8232001 -6.1732522, 106.8231572 -6.1758122, 106.8230928 -6.1784788, 106.8230928 -6.1791828, 106.8231572 -6.1800788, 106.823522 -6.1803135, 106.8246807 -6.1803988, 106.8310536 -6.1801641, 106.8310322 -6.1793748, 106.8306888 -6.1784148, 106.8298305 -6.1776895, 106.8298734 -6.1733589, 106.829058 -6.1729535, 106.8293155 -6.1716735, 106.8289078 -6.1714389, 106.82526 -6.1715242))",Taman monas,
