WKT,nama,deskripsi
"POLYGON ((106.8834019 -6.2991091, 106.8842173 -6.3021803, 106.8852043 -6.3033747, 106.8863631 -6.3041425, 106.8877364 -6.3048676, 106.8895817 -6.3052515, 106.8919421 -6.3058061, 106.8936158 -6.3064032, 106.8955899 -6.3068724, 106.8967486 -6.3071284, 106.8988085 -6.3081521, 106.8999672 -6.3090905, 106.9011689 -6.3101569, 106.9025851 -6.3110953, 106.9049454 -6.3112233, 106.9043017 -6.309773, 106.9053316 -6.308664, 106.905632 -6.3080241, 106.9050312 -6.307427, 106.9055033 -6.3064032, 106.9063187 -6.3054222, 106.9064474 -6.304569, 106.9058466 -6.3042278, 106.9059325 -6.3025642, 106.9060183 -6.3012845, 106.9059325 -6.2996209, 106.9048167 -6.2995783, 106.903615 -6.2995356, 106.9022847 -6.2995783, 106.8925429 -6.299365, 106.8872643 -6.2991944, 106.8834019 -6.2991091))",Taman Mini Indonesia Indah
,
