WKT,nama,deskripsi
"POLYGON ((106.8162581 -6.3049166, 106.8163869 -6.3062816, 106.8169019 -6.3069641, 106.8166444 -6.3079025, 106.8159148 -6.3082011, 106.8157431 -6.3092675, 106.8160435 -6.3106325, 106.8171164 -6.3106751, 106.8176314 -6.3102059, 106.8177602 -6.3148553, 106.8165585 -6.3151966, 106.816301 -6.3164335, 106.8177602 -6.3163909, 106.8187901 -6.3164762, 106.8193051 -6.3167321, 106.8193051 -6.3174573, 106.8226954 -6.3175426, 106.8249699 -6.3177558, 106.8258712 -6.3114429, 106.8265578 -6.3115282, 106.8269011 -6.3105898, 106.8270299 -6.3086703, 106.8247554 -6.3084997, 106.8247124 -6.3062816, 106.823425 -6.3063669, 106.8225238 -6.3066655, 106.8205497 -6.3065375, 106.8204638 -6.3057697, 106.8191335 -6.3056844, 106.8184897 -6.3054711, 106.8172452 -6.3051726, 106.8162581 -6.3049166))",Kebun Binatang Ragunan,
