WKT,nama,deskripsi
"POLYGON ((106.7910183 -6.3160208, 106.7841519 -6.3170445, 106.7786587 -6.3160208, 106.779002 -6.3228455, 106.7776287 -6.3300114, 106.7762554 -6.3351298, 106.7724789 -6.3395657, 106.7741955 -6.3453665, 106.7731655 -6.3498023, 106.769389 -6.3532145, 106.768359 -6.3566266, 106.7652691 -6.3569678, 106.7608059 -6.3576502, 106.757716 -6.3593563, 106.7522229 -6.3600387, 106.7453564 -6.3603799, 106.7402066 -6.3603799, 106.7357434 -6.3603799, 106.7292202 -6.3603799, 106.7240704 -6.3593563, 106.7192639 -6.3614035, 106.7168606 -6.3651568, 106.7182339 -6.3702749, 106.7199505 -6.3736869, 106.7226971 -6.3788049, 106.7226971 -6.3822168, 106.7251004 -6.38597, 106.7275036 -6.3910878, 106.7278469 -6.3972292, 106.7305935 -6.4009822, 106.7319668 -6.4060999, 106.7312802 -6.4118999, 106.7336834 -6.4166764, 106.7371167 -6.4211116, 106.73746 -6.4262291, 106.7395199 -6.4310054, 106.7450131 -6.4361228, 106.7505062 -6.4347582, 106.757716 -6.4368051, 106.7680157 -6.4371463, 106.7765988 -6.4368051, 106.7827786 -6.4368051, 106.789645 -6.440899, 106.7937649 -6.4463575, 106.7992581 -6.4484044, 106.8054379 -6.445334, 106.812991 -6.4443106, 106.8205441 -6.4443106, 106.8291272 -6.4446517, 106.8356503 -6.4443106, 106.8425167 -6.4398755, 106.84492 -6.4350993, 106.8521298 -6.4350993, 106.8531597 -6.4412402, 106.854533 -6.4494278, 106.8559063 -6.4565919, 106.8617428 -6.4586388, 106.8675793 -6.4603445, 106.8771923 -6.4572742, 106.8830288 -6.4562508, 106.8833721 -6.449769, 106.8868054 -6.4422636, 106.8912686 -6.4333935, 106.8960751 -6.4248644, 106.9036282 -6.4173587, 106.908778 -6.4108764, 106.9125546 -6.4118999, 106.9166745 -6.4091705, 106.9166745 -6.402347, 106.9159878 -6.3972292, 106.9084347 -6.3951821, 106.9036282 -6.391429, 106.8988217 -6.3869936, 106.9019116 -6.3788049, 106.9115246 -6.3689101, 106.9162639 -6.3623507, 106.9056881 -6.3644744, 106.9012249 -6.3702749, 106.8963512 -6.3705397, 106.8878353 -6.3692513, 106.8816555 -6.3675453, 106.8743785 -6.3616683, 106.8710125 -6.3552617, 106.869572 -6.3514319, 106.8631161 -6.3538969, 106.8569363 -6.3528732, 106.8558391 -6.3459725, 106.848286 -6.3377831, 106.8452633 -6.3440016, 106.8421062 -6.3480198, 106.8370236 -6.3515084, 106.8338664 -6.3548441, 106.8277539 -6.3562854, 106.8215741 -6.3562854, 106.8157376 -6.3593563, 106.8123043 -6.3631096, 106.8077739 -6.3657628, 106.801318 -6.3665216, 106.7919811 -6.3650804, 106.791705 -6.3562854, 106.7926677 -6.3487022, 106.7995342 -6.3425603, 106.7989147 -6.3334236, 106.8022807 -6.3289112, 106.8050946 -6.3231867, 106.8091472 -6.3173093, 106.8022807 -6.3152618, 106.7965115 -6.3153383, 106.7910183 -6.3160208))",Depok,
